921,926,991,865
767,202,834,470
677,432,271,356
165,393,564,793
777,686,454,805
709,80,316,799
671,94,476,523
674,342,29,256
668,398,206,196
300,602,206,135
11,447,993,179
722,801,791,32
771,62,641,198
291,776,627,130
364,531,156,885
661,693,838,36
455,477,846,906
101,820,866,952
801,135,91,989
154,965,906,153
281,816,344,532
927,713,330,706
341,824,551,25
241,784,197,890
122,451,260,340
158,210,548,743
482,897,11,919
231,585,32,1022
863,16,502,250
713,232,901,632
174,901,166,135
834,887,928,562
352,828,944,589
25,988,110,872
855,641,738,437
799,703,873,794
220,862,312,746
196,500,624,184
149,79,680,904
665,280,578,810
226,41,176,896
583,10,1016,266
191,56,690,1004
309,86,208,311
170,666,711,232
266,484,125,823
471,908,553,177
799,81,495,256
300,272,48,410
874,806,46,328
330,228,827,538
482,873,867,904
84,683,6,385
549,92,15,239
668,352,138,185
936,111,721,724
265,535,854,135
765,930,437,567
166,397,524,343
936,157,309,447
197,594,452,858
765,104,419,693
12,74,948,760
218,779,605,870
504,193,122,201
532,1021,494,222
374,480,942,941
75,26,80,684
725,487,63,1013
280,490,516,414
662,519,11,775
224,829,65,553
162,110,615,389
297,993,260,648
849,1010,333,256
670,439,543,132
320,395,757,282
73,740,672,400
792,336,636,96
78,501,177,459
499,547,845,850
139,690,468,113
736,915,568,310
691,260,46,142
687,933,743,224
489,252,544,878
745,129,352,525
28,363,500,389
362,313,128,438
887,433,996,459
408,687,43,956
465,763,60,349
298,472,987,967
807,917,596,792
495,916,174,129
486,636,416,257
565,848,1009,636
895,207,846,484
88,772,789,34
355,808,463,229
761,180,1013,117
395,265,504,93
319,252,382,378
898,294,882,452
900,471,60,1014
71,802,191,881
98,636,801,76
391,501,94,812
799,622,985,893
670,898,733,674
530,401,149,158
943,419,741,60
470,278,779,712
210,869,308,543
754,757,462,149
524,13,790,313
872,72,606,807
60,301,749,944
186,768,725,281
711,213,221,204
982,200,818,486
70,369,321,103
207,126,776,948
255,554,236,63
44,451,754,165
273,993,571,572
129,826,290,511
492,1012,305,790
1002,80,847,1021
922,230,403,744
343,304,91,185
827,982,992,179
734,746,417,270
415,294,669,396
555,485,529,770
78,350,995,951
2,935,372,110
274,139,443,101
161,559,403,287
525,891,7,418
599,336,846,881
920,851,590,1010
949,182,683,250
47,667,61,780
364,55,235,136
651,627,316,789
208,343,196,119
959,306,994,457
696,127,841,559
258,331,872,454
517,510,694,366
335,251,1014,197
998,501,313,866
647,473,589,416
162,947,876,1
512,458,459,348
930,894,736,605
505,474,922,527
653,110,255,529
663,26,699,536
639,785,859,820
864,920,338,333
84,656,211,533
125,878,313,391
557,826,593,262
785,227,148,1015
70,102,774,586
895,956,822,408
728,88,647,127
982,275,1022,668
269,711,982,573
804,48,419,302
860,567,7,66
43,904,566,247
600,671,124,571
83,445,794,611
700,606,983,582
276,837,944,791
1005,694,641,137
49,424,990,786
952,572,281,536
324,650,159,384
607,389,651,1006
466,424,981,860
895,448,772,751
895,743,993,349
360,1005,246,539
955,678,635,216
975,405,127,984
211,164,225,581
893,177,647,311
560,606,799,567
157,921,532,29
352,714,195,230
43,854,354,1015
296,571,427,67
939,728,137,365
827,249,477,539
529,399,304,769
388,403,252,23
141,653,349,401
943,161,634,260
532,158,166,120
559,536,640,244
904,349,185,457
603,280,743,308
661,61,605,105
144,1,810,701
789,65,679,866
387,533,124,780
618,136,583,843
777,264,543,855
787,694,402,624
179,294,498,499
599,94,590,162
204,515,720,483
486,852,43,179
757,186,681,918
997,50,1019,717
959,31,757,17
358,444,858,1018
616,747,977,406
256,880,13,326
480,916,80,853
749,199,196,442
735,747,924,919
768,344,232,197
425,128,986,85
163,338,721,203
615,550,906,198
389,983,111,522
51,965,172,390
343,569,725,23
181,469,744,904
603,30,855,958
992,972,612,722
1020,1020,503,287
925,956,264,383
970,287,51,737
685,412,585,268
898,590,345,107
398,640,528,191
796,484,235,277
939,757,392,20
975,226,830,888
715,899,785,747
612,399,746,369
379,182,522,684
658,274,130,634
855,637,995,973
407,159,168,195
119,303,241,940
242,362,869,810
895,785,839,981
271,311,444,740
213,837,738,640
238,967,249,407
248,442,193,572
331,819,797,990
201,514,365,999
972,258,611,271
526,901,506,861
535,4,557,440
1011,466,582,109
567,280,284,262
111,1007,534,595
514,926,884,702
936,487,458,574
785,554,674,569
177,497,726,370
904,160,444,468
228,580,131,665
527,21,157,714
309,114,539,112
713,459,370,720
284,144,494,948
913,32,351,613
773,964,660,874
371,1000,274,434
821,178,320,406
1015,26,567,801
867,701,217,16
738,164,460,606
75,976,366,473
314,438,575,935
765,737,629,24
927,391,463,551
317,92,910,617
121,42,851,649
1009,466,844,889
978,674,605,734
558,471,930,932
993,579,931,421
735,430,905,188
798,407,703,71
13,615,918,973
488,787,763,675
468,392,1008,308
727,357,443,119
557,514,824,803
425,973,107,767
549,651,915,361
380,25,699,37
536,720,450,296
941,112,366,154
174,957,231,116
325,740,961,584
269,589,723,776
742,830,556,93
830,377,716,116
266,364,826,704
602,433,348,664
295,4,257,367
305,306,228,478
1003,17,585,319
248,304,605,232
429,176,547,685
680,356,910,999
183,373,678,396
126,288,482,373
546,44,722,386
732,275,539,696
999,810,587,264
194,63,685,623
458,580,820,647
860,846,428,933
106,532,663,330
366,407,572,499
327,352,35,280
718,1016,693,27
935,711,367,33
250,812,854,873
163,949,808,959
414,677,355,642
48,671,22,377
72,552,333,610
570,615,863,252
720,30,678,75
38,817,893,75
886,847,946,678
68,221,984,424
820,729,424,241
156,154,693,602
993,96,631,787
837,217,332,1002
510,853,537,897
867,305,810,904
45,668,783,229
566,671,444,753
564,884,82,728
442,784,379,417
734,150,674,935
950,216,459,114
796,483,238,967
21,274,312,591
543,484,745,754
545,1008,214,556
517,323,476,737
159,932,489,84
1019,65,180,161
1023,251,671,337
727,0,305,460
307,344,1015,344
999,295,539,421
776,421,365,774
785,826,711,133
1013,519,757,179
239,101,252,969
18,261,576,26
379,808,183,97
410,155,803,826
697,512,219,916
271,184,403,913
549,251,965,719
717,129,822,621
629,50,612,684
260,137,438,1014
888,206,100,926
779,174,729,489
533,817,279,301
97,521,203,884
800,78,51,246
925,130,250,301
85,28,643,114
760,823,72,187
209,40,115,591
4,540,91,42
645,954,187,452
876,666,156,21
672,104,557,317
550,863,474,290
832,175,382,561
840,396,530,448
658,763,851,323
455,915,323,805
492,733,1014,246
717,696,593,498
506,735,385,639
737,750,520,298
827,895,825,800
770,286,301,250
119,57,495,757
712,431,459,449
421,473,715,328
159,998,306,352
982,98,870,247
868,350,268,663
338,765,10,171
928,545,364,229
657,412,617,460
460,782,541,190
769,301,995,474
90,554,467,287
952,50,692,669
600,674,871,751
896,671,911,598
595,654,470,379
377,136,946,126
807,393,12,951
1005,864,578,645
567,989,329,685
478,753,849,845
433,715,323,852
893,989,855,876
750,261,570,951
48,836,200,641
728,291,927,937
464,647,936,631
1006,406,132,128
208,340,781,122
740,505,342,328
64,809,172,636
30,277,733,433
435,472,688,224
141,691,1022,438
536,211,578,745
21,777,79,395
527,987,786,236
587,528,98,441
811,523,959,240
87,846,261,141
466,444,526,821
648,5,206,423
335,350,7,962
323,35,33,421
264,1011,67,483
971,505,751,571
778,1014,215,446
974,188,442,647
9,723,867,71
915,798,65,533
7,341,2,627
126,92,911,419
831,199,283,861
420,768,421,721
952,148,899,890
253,1000,309,196
426,196,983,530
656,119,695,280
451,566,882,803
858,847,639,41
255,430,276,396
558,571,510,1011
169,1003,354,861
963,161,498,550
265,1001,145,599
191,547,611,104
628,378,521,227
710,290,78,658
657,756,633,73
387,976,103,397
33,446,608,360
880,419,622,376
303,480,879,252
523,344,182,506
605,1002,279,103
1020,610,458,805
803,755,980,126
81,660,88,532
449,477,233,826
545,1017,705,657
663,416,416,734
989,983,648,814
614,336,245,331
468,487,215,230
76,814,694,275
534,710,1005,7
93,674,801,486
421,484,713,662
489,59,856,729
443,639,655,820
697,808,751,685
576,516,581,548
26,899,363,316
143,955,995,740
513,904,922,947
196,609,541,549
76,769,480,347
607,677,265,825
769,251,912,544
958,269,119,601
478,479,350,851
369,123,630,446
416,854,379,902
984,240,351,899
314,390,713,62
456,707,749,489
877,489,81,889
183,771,566,859
474,543,541,848
11,157,124,863
938,91,223,518
814,827,222,345
445,733,897,134
789,297,743,146
881,376,948,976
866,413,455,298
391,548,320,945
185,328,543,403
502,651,439,373
133,843,554,199
457,101,670,630
1020,434,47,864
236,590,917,209
816,282,792,592
819,806,991,590
138,353,234,1019
42,434,662,882
516,717,787,510
373,846,67,851
87,536,689,516
680,1014,938,369
727,38,753,406
701,548,5,956
66,749,887,13
416,762,334,343
996,597,706,258
820,675,887,392
177,955,893,297
565,461,982,45
548,147,304,523
775,13,63,434
987,180,661,478
259,892,343,402
457,738,952,12
320,167,696,932
23,842,566,39
560,551,984,542
322,1018,71,586
694,1021,704,62
639,233,599,962
435,375,713,573
828,1,597,859
785,915,486,752
498,515,52,143
8,871,666,750
964,518,711,889
767,753,641,116
629,517,541,260
537,394,937,80
184,672,128,252
593,330,795,885
274,965,993,452
284,122,292,1014
707,743,435,632
504,277,200,443
350,571,949,554
951,925,659,986
371,1002,522,433
740,680,51,791
814,924,191,388
270,540,173,849
923,98,892,128
996,332,505,113
785,701,727,363
934,489,609,298
52,945,166,538
117,582,87,231
489,691,832,338
279,819,565,198
756,310,252,29
651,388,233,852
404,476,428,106
361,343,496,76
780,78,430,183
755,45,451,269
705,977,265,598
501,580,796,159
201,533,177,1017
899,178,832,11
580,536,185,920
212,387,767,931
633,121,25,283
1012,1016,496,991
22,624,846,192
953,328,935,460
526,534,201,851
326,747,167,311
100,149,730,501
938,567,626,438
871,666,810,291
467,377,84,414
630,336,226,929
736,280,462,306
562,513,406,67
241,477,915,443
31,1022,331,438
914,332,290,593
821,572,131,388
32,674,449,849
168,261,849,501
277,358,187,985
620,765,1020,870
975,972,167,806
131,340,318,821
482,821,598,888
213,261,633,260
1002,211,913,138
717,346,900,745
444,331,11,394
245,659,858,74
213,34,897,439
68,543,939,836
238,7,1002,252
182,984,746,950
647,294,331,668
727,18,554,998
211,952,605,133
717,572,871,288
203,1019,24,927
308,684,590,785
423,849,801,120
855,175,70,867
499,533,427,195
683,780,724,988
944,733,417,348
479,825,151,485
127,135,632,1018
463,932,727,113
236,568,840,271
830,401,301,168
762,36,722,990
413,869,641,381
1021,245,165,492
324,52,325,516
941,920,447,795
531,543,838,704
761,394,587,53
68,408,399,836
579,784,524,707
101,122,720,757
162,1002,559,130
759,848,58,251
840,870,759,790
1012,662,388,399
584,496,244,201
712,312,792,919
423,880,458,1021
719,650,399,382
924,986,112,112
373,188,584,100
563,886,489,884
430,813,416,467
365,241,264,499
406,613,25,278
50,754,411,101
166,87,261,218
342,456,41,906
380,13,621,722
142,284,507,870
365,503,716,255
157,959,308,138
916,32,261,379
176,968,598,53
578,278,666,50
169,641,368,788
504,619,178,331
960,717,277,739
596,710,643,979
395,554,866,791
725,736,336,976
123,922,323,804
419,32,696,514
287,889,74,817
583,661,568,863
168,828,905,741
680,125,329,872
314,521,137,11
1001,450,421,513
51,786,531,242
7,803,240,408
173,102,262,453
60,885,117,376
99,362,66,703
325,276,474,95
804,389,64,10
632,255,89,420
706,905,411,662
744,735,577,334
571,343,584,305
147,417,917,636
791,642,110,581
858,973,497,988
674,147,618,829
791,581,811,809
318,899,487,347
226,729,473,747
83,124,583,975
850,33,805,101
776,291,192,309
274,799,29,223
1,94,277,741
662,709,628,390
502,477,761,970
387,254,141,691
726,769,785,456
281,143,885,992
977,426,381,341
568,593,142,785
641,561,422,193
814,579,835,545
820,651,838,482
644,934,401,916
81,181,942,975
560,50,49,176
989,544,530,737
343,375,607,44
21,499,858,344
743,262,122,892
29,9,277,585
870,864,833,109
286,80,995,206
540,377,177,49
120,19,467,580
436,486,689,619
381,833,999,249
178,494,442,643
876,219,991,197
18,163,912,467
436,276,242,673
540,1017,385,404
178,374,341,987
402,471,882,310
922,366,54,230
899,700,910,796
671,597,503,305
135,992,187,827
797,639,118,659
74,687,246,9
451,804,794,737
898,433,48,870
917,334,90,82
643,295,239,741
189,447,701,719
483,154,516,235
719,914,245,490
821,987,594,765
598,45,854,978
631,706,622,828
868,944,96,861
611,923,933,1022
940,882,723,12
762,318,975,940
24,714,380,231
940,372,733,20
138,494,151,581
766,476,980,1006
565,79,158,19
165,317,746,934
832,1011,207,922
804,613,179,538
20,1010,385,276
165,830,953,852
571,998,337,703
439,971,667,491
182,606,507,981
123,521,117,932
313,307,905,259
291,466,584,901
416,63,589,251
832,807,358,394
173,841,306,335
263,33,305,205
738,863,10,501
909,728,280,610
960,52,717,718
688,607,252,539
484,56,466,650
819,577,127,483
531,710,868,676
376,800,720,345
765,812,459,91
258,785,357,949
551,817,55,205
863,450,467,973
590,163,879,885
786,303,566,99
415,552,661,922
761,870,717,612
85,479,194,845
201,502,623,353
56,519,611,275
829,691,93,217
190,27,290,797
208,880,428,678
366,159,591,626
432,360,284,140
976,307,438,641
34,225,96,956
236,581,757,685
4,506,191,894
123,1013,945,840
879,381,335,802
29,911,183,801
258,230,232,591
824,533,214,574
957,104,872,895
406,1010,326,718
948,882,561,931
358,186,774,55
150,354,581,19
213,24,899,159
537,310,457,227
353,762,690,561
410,570,576,767
178,852,41,713
713,685,222,726
552,1022,854,186
356,93,994,638
686,146,404,785
638,179,759,493
707,367,820,165
764,1018,1019,567
355,732,678,887
984,159,155,611
115,733,958,119
34,93,373,43
124,36,57,1015
591,284,237,247
66,649,935,143
741,735,95,696
551,932,921,507
952,236,95,583
873,822,535,340
770,998,124,809
665,786,190,708
479,810,325,396
96,998,174,362
409,611,950,968
615,631,836,806
342,765,899,484
483,277,291,645
546,951,758,980
450,999,513,540
566,630,537,481
977,107,814,970
12,177,736,163
6,124,428,910
349,245,880,587
80,343,119,814
895,366,8,149
363,722,937,753
852,450,707,109
863,915,45,761
109,449,351,156
546,933,395,1017
91,373,919,1021
486,579,757,506
868,790,238,24
1013,357,473,862
296,332,617,871
423,183,617,400
739,740,983,587
835,395,820,865
68,959,347,936
305,844,699,380
556,83,236,797
372,831,626,864
878,428,376,705
557,332,994,448
56,65,638,225
431,1002,337,320
404,534,870,219
100,989,1001,591
473,835,364,539
461,355,437,222
929,191,764,209
356,782,364,127
814,460,684,988
1014,926,380,864
848,206,406,526
335,861,132,498
239,646,482,20
585,985,901,146
985,453,175,1000
526,842,946,905
981,391,699,210
135,60,70,417
690,891,823,370
39,149,90,634
519,19,641,480
846,796,911,673
841,916,44,870
674,681,242,76
78,201,54,570
229,246,368,96
10,29,410,68
612,611,850,570
129,455,547,770
604,611,847,990
154,882,726,9
393,69,211,399
613,110,835,860
274,635,964,443
484,339,511,457
894,198,891,345
847,822,324,278
701,429,541,584
520,819,183,808
1000,766,785,584
269,326,327,155
391,660,830,460
555,22,859,172
593,27,507,282
140,276,198,555
530,841,86,393
605,579,391,551
470,685,353,385
349,252,546,124
152,483,881,457
360,29,512,33
375,242,535,774
942,733,569,267
231,832,734,88
504,279,337,147
933,498,387,57
890,682,376,938
662,254,490,477
528,142,614,348
1002,555,420,137
99,1011,398,394
525,665,251,641
506,773,944,535
657,68,421,587
833,118,174,1
263,32,325,673
594,47,170,370
520,312,147,994
272,258,635,189
319,638,170,419
844,159,530,397
629,350,963,287
804,172,212,559
872,402,736,551
366,473,179,645
329,668,374,665
19,280,267,874
912,936,216,73
612,962,994,631
25,106,112,866
262,588,921,589
402,592,555,87
493,515,713,692
767,214,686,725
688,186,161,654
369,462,646,39
743,230,767,88
564,515,634,646
775,55,937,216
554,377,515,341
28,496,349,401
772,512,557,512
476,248,294,107
984,264,213,728
932,767,1022,801
903,859,494,207
314,461,784,155
100,254,299,303
157,331,363,21
768,167,121,461
834,318,648,658
69,826,816,871
221,758,910,1016
523,436,399,683
375,49,261,305
882,119,510,1015
840,998,210,526
163,575,784,560
881,953,778,253
450,745,799,869
925,986,170,280
269,294,556,68
377,413,165,993
744,1010,336,170
330,560,694,1008
278,522,351,868
331,14,496,888
728,83,678,357
26,153,54,832
488,612,866,463
160,1011,207,515
97,754,827,756
32,9,112,910
90,355,604,978
467,770,267,344
719,793,863,567
615,220,20,509
48,278,444,727
82,230,104,257
405,683,978,366
920,583,557,154
90,51,811,627
235,78,226,382
282,82,435,544
919,200,814,952
256,63,371,891
4,61,57,149
857,684,578,849
515,534,357,88
311,757,342,16
155,169,263,600
239,736,654,196
838,117,183,361
754,530,102,45
627,562,495,759
393,855,162,82
88,8,725,727
395,441,183,757
805,884,178,813
731,1,986,276
729,1009,160,830
641,481,462,101
923,571,47,315
2024-10-03 09:40:50.985339 ,368,2024-10-03 09:40:50.997554 ,102,2024-10-03 09:40:50.995342 ,407,2024-10-03 09:40:50.983344 ,569
2024-10-03 09:40:51.001342 ,269,2024-10-03 09:40:51.010343 ,782,2024-10-03 09:40:51.012345 ,1005,2024-10-03 09:40:50.995342 ,442
2024-10-03 09:40:51.016343 ,598,2024-10-03 09:40:51.021995 ,779,2024-10-03 09:40:51.027982 ,315,2024-10-03 09:40:51.009343 ,512
2024-10-03 09:40:51.027982 ,315,2024-10-03 09:40:51.033984 ,100,2024-10-03 09:40:51.041244 ,409,2024-10-03 09:40:51.021346 ,682
2024-10-03 09:40:51.040493 ,951,2024-10-03 09:40:51.045497 ,1011,2024-10-03 09:40:51.054015 ,857,2024-10-03 09:40:51.032983 ,435
2024-10-03 09:40:51.052497 ,148,2024-10-03 09:40:51.059016 ,519,2024-10-03 09:40:51.070534 ,63,2024-10-03 09:40:51.044497 ,46
2024-10-03 09:40:51.071533 ,105,2024-10-03 09:40:51.072537 ,46,2024-10-03 09:40:51.085490 ,323,2024-10-03 09:40:51.056015 ,831
2024-10-03 09:40:51.087490 ,405,2024-10-03 09:40:51.089489 ,844,2024-10-03 09:40:51.101492 ,911,2024-10-03 09:40:51.067016 ,389
2024-10-03 09:40:51.102493 ,208,2024-10-03 09:40:51.103491 ,819,2024-10-03 09:40:51.118009 ,147,2024-10-03 09:40:51.080569 ,708
2024-10-03 09:40:51.115491 ,590,2024-10-03 09:40:51.116139 ,826,2024-10-03 09:40:51.133010 ,729,2024-10-03 09:40:51.092492 ,201
2024-10-03 09:40:51.132011 ,467,2024-10-03 09:40:51.128019 ,236,2024-10-03 09:40:51.149011 ,566,2024-10-03 09:40:51.104492 ,41
2024-10-03 09:40:51.147012 ,779,2024-10-03 09:40:51.140012 ,965,2024-10-03 09:40:51.164526 ,987,2024-10-03 09:40:51.116425 ,281
2024-10-03 09:40:51.161525 ,930,2024-10-03 09:40:51.152527 ,119,2024-10-03 09:40:51.177040 ,974,2024-10-03 09:40:51.130010 ,781
2024-10-03 09:40:51.174039 ,391,2024-10-03 09:40:51.166039 ,340,2024-10-03 09:40:51.191041 ,123,2024-10-03 09:40:51.144017 ,90
2024-10-03 09:40:51.186042 ,51,2024-10-03 09:40:51.180041 ,645,2024-10-03 09:40:51.203938 ,184,2024-10-03 09:40:51.157525 ,632
2024-10-03 09:40:51.197943 ,926,2024-10-03 09:40:51.192953 ,21,2024-10-03 09:40:51.215941 ,959,2024-10-03 09:40:51.170039 ,252
2024-10-03 09:40:51.212939 ,136,2024-10-03 09:40:51.204940 ,137,2024-10-03 09:40:51.228942 ,634,2024-10-03 09:40:51.182040 ,578
2024-10-03 09:40:51.232943 ,487,2024-10-03 09:40:51.216942 ,298,2024-10-03 09:40:51.259943 ,220,2024-10-03 09:40:51.192953 ,767
2024-10-03 09:40:51.257943 ,194,2024-10-03 09:40:51.234943 ,832,2024-10-03 09:40:51.273945 ,181,2024-10-03 09:40:51.205940 ,64
2024-10-03 09:40:51.272946 ,591,2024-10-03 09:40:51.259943 ,6,2024-10-03 09:40:51.294946 ,193,2024-10-03 09:40:51.219941 ,800
2024-10-03 09:40:51.297947 ,686,2024-10-03 09:40:51.276945 ,750,2024-10-03 09:40:51.317950 ,550,2024-10-03 09:40:51.232943 ,261
2024-10-03 09:40:51.310948 ,4,2024-10-03 09:40:51.299946 ,377,2024-10-03 09:40:51.336988 ,193,2024-10-03 09:40:51.246943 ,255
2024-10-03 09:40:51.321947 ,239,2024-10-03 09:40:51.311948 ,177,2024-10-03 09:40:51.365991 ,512,2024-10-03 09:40:51.260944 ,421
2024-10-03 09:40:51.356990 ,864,2024-10-03 09:40:51.322949 ,963,2024-10-03 09:40:51.391052 ,949,2024-10-03 09:40:51.272946 ,965
2024-10-03 09:40:51.378059 ,829,2024-10-03 09:40:51.357989 ,994,2024-10-03 09:40:51.405053 ,1014,2024-10-03 09:40:51.284949 ,78
2024-10-03 09:40:51.393052 ,714,2024-10-03 09:40:51.391052 ,699,2024-10-03 09:40:51.428571 ,490,2024-10-03 09:40:51.305946 ,740
2024-10-03 09:40:51.409054 ,670,2024-10-03 09:40:51.404053 ,486,2024-10-03 09:40:51.447570 ,30,2024-10-03 09:40:51.318950 ,357
